,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
57,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",11546,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
58,"High Hopes","Panic! At The Disco",11442,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
59,"you should see me in a crown","Billie Eilish",11240,https://open.spotify.com/track/6vsV4D8BM6PioRr1UOx0n2
60,"Leave a Light On","Tom Walker",11198,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
61,"ocean eyes","Billie Eilish",10971,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
62,"Barbie Dreams","Nicki Minaj",10862,https://open.spotify.com/track/6Poyf51k7W3NKnsGwAI90B
63,"The Middle",Zedd,10690,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
64,"Thunderclouds with Sia, Diplo & Labrinth",Sia,10238,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
65,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,10030,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
66,"All Girls Are The Same","Juice WRLD",9791,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
67,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",9776,https://open.spotify.com/track/2lYTJK94hb0fd1LQtb6Dhk
68,Africa,Toto,9758,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
69,"Don’t Matter To Me (with Michael Jackson)",Drake,9597,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
70,"Look Alive (feat. Drake)","BlocBoy JB",9485,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
71,"Everybody Dies In Their Nightmares",XXXTENTACION,9463,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
72,Happier,"Ed Sheeran",9450,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
73,Peach,Broods,9392,https://open.spotify.com/track/35cr60GvlqBVchNX7fBqyo
74,"Freaky Friday (feat. Chris Brown)","Lil Dicky",9329,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
75,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,9303,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
76,Closer,Six60,9255,https://open.spotify.com/track/1kpSmoMmNm3pcCU7MTTpoJ
77,Havana,"Camila Cabello",9233,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
78,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,9029,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
79,"Don’t Give It Up",Six60,9014,https://open.spotify.com/track/5YOqfElMeshCt5oRk4yAgx
80,YOSEMITE,"Travis Scott",8826,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
81,"I Like Me Better",Lauv,8735,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
82,"Feel It Still","Portugal. The Man",8642,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
83,Thunder,"Imagine Dragons",8610,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
84,Mine,Bazzi,8512,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
85,"Say You Won't Let Go","James Arthur",8490,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
86,Younger,Ruel,8395,https://open.spotify.com/track/2qXicQG06oT0ijKBznpgQv
87,"BUTTERFLY EFFECT","Travis Scott",8362,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
88,IDGAF,"Dua Lipa",8282,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
89,Perfect,"Ed Sheeran",8163,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
90,"Too Good At Goodbyes","Sam Smith",8154,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
91,"Young Dumb & Broke",Khalid,8130,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
92,idontwannabeyouanymore,"Billie Eilish",8115,https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH
93,"All Mine","Kanye West",8074,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
94,"Plug Walk","Rich The Kid",8057,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
95,"New Rules","Dua Lipa",8035,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
96,"Level Up",Ciara,7972,https://open.spotify.com/track/5ubwXXOsH9bUhZsQ0Cybha
97,"All The Stars (with SZA)","Kendrick Lamar",7908,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
98,"Side Effects","The Chainsmokers",7879,https://open.spotify.com/track/5yNEdBlZMxpcVtGKz5NFk5
99,"In My Blood","Shawn Mendes",7819,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
100,Believer,"Imagine Dragons",7817,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
101,"Majesty (feat. Eminem & Labrinth)","Nicki Minaj",7746,https://open.spotify.com/track/38TgLPNHsPzgqri5G4SPun
102,"Candy Paint","Post Malone",7701,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
103,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,7641,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
104,"Look At Me!",XXXTENTACION,7634,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
105,"Dreams - 2004 Remastered Edition","Fleetwood Mac",7620,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
106,HUMBLE.,"Kendrick Lamar",7614,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
107,Silence,Marshmello,7600,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
108,"STOP TRYING TO BE GOD","Travis Scott",7590,https://open.spotify.com/track/1xYpVRspgaLxdJLOTQkTjg
109,FRIENDS,Marshmello,7582,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
110,"This Is America","Childish Gambino",7514,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
111,"XO TOUR Llif3","Lil Uzi Vert",7480,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
112,"Woke Up Late","Drax Project",7475,https://open.spotify.com/track/4wrct9Dl3MSuszkggIpvbK
113,Sober,"Demi Lovato",7431,https://open.spotify.com/track/0STK94RxUulYqWzwFlyAb5
114,"I Wanna Know (feat. Bea Miller)",NOTD,7385,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
115,"Mr. Brightside","The Killers",7367,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN
116,"I'm Yours","Jason Mraz",7360,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
117,"CAN'T SAY","Travis Scott",7255,https://open.spotify.com/track/27a1mYSG5tYg7dmEjWBcmL
118,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",7194,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
119,"Just Friends","Hayden James",7137,https://open.spotify.com/track/6tB4XVKceo2307SSWXaO0y
120,Lust,"Lil Skies",7093,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
121,"Don't Trust Myself",Robinson,7044,https://open.spotify.com/track/1eiDjkNOwX9LeSkSAGCA5a
122,Closer,"The Chainsmokers",6999,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
123,"Lean Wit Me","Juice WRLD",6989,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk
124,"High On Life (feat. Bonn)","Martin Garrix",6982,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
125,Trip,"Ella Mai",6979,https://open.spotify.com/track/7noud145AHZGg74vpWOsCa
126,CAROUSEL,"Travis Scott",6973,https://open.spotify.com/track/7KZ5MMVgBVox9ycroB2UrI
127,"What Lovers Do (feat. SZA)","Maroon 5",6943,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
128,"River (feat. Ed Sheeran)",Eminem,6908,https://open.spotify.com/track/1cS0TgbR263ey9jn0MwD2s
129,"I'm Upset",Drake,6843,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
130,"Never Be the Same","Camila Cabello",6707,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
131,"Let Her Go",Passenger,6672,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h
132,"Thinking Out Loud","Ed Sheeran",6655,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
133,Location,Khalid,6643,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
134,Fire,"Peking Duk",6637,https://open.spotify.com/track/3BZkEOJwKUYRlkLWZB1izC
135,Halo,Beyoncé,6602,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr
136,1-800-273-8255,Logic,6570,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
137,"Dance To This (feat. Ariana Grande)","Troye Sivan",6530,https://open.spotify.com/track/1NbGcdgwRHZ5rbPIT9hdR3
138,1950,"King Princess",6526,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
139,"Yes Indeed","Lil Baby",6508,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
140,Hope,XXXTENTACION,6473,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
141,"Under The Bridge","Red Hot Chili Peppers",6454,https://open.spotify.com/track/3d9DChrdc6BOeFsbrZ3Is0
142,"Sorry Not Sorry","Demi Lovato",6415,https://open.spotify.com/track/3Du2K5dLzmduCNp6uwuaL0
143,"Let Me",ZAYN,6395,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
144,"Nothing to Regret",Robinson,6391,https://open.spotify.com/track/3C2xQqHVkhA1Ht17SzPRke
145,"Album of the Year - Freestyle","J. Cole",6375,https://open.spotify.com/track/6rDaCGqcQB1urhpCrrD599
146,"Let You Down",NF,6368,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
147,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",6365,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
148,"Castle on the Hill","Ed Sheeran",6347,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
149,bellyache,"Billie Eilish",6342,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams
150,"Why Did It Have To Be Me?","Josh Dylan",6337,https://open.spotify.com/track/6rekLbbb3i42gCgFIXOFvE
151,"Healing Hands","Conrad Sewell",6328,https://open.spotify.com/track/1LwnqPolBLuhZKp8zAwaIz
152,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",6322,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
153,"This Is Me","Keala Settle",6292,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
154,Redbone,"Childish Gambino",6278,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
155,"Don’t Forget Your Roots",Six60,6264,https://open.spotify.com/track/5mUiad5pDU1wFvIbtKgJKB
156,"NO BYSTANDERS","Travis Scott",6248,https://open.spotify.com/track/6OaVWaGfhXn70ZJfdVcabn
157,"How To Fly","Sticky Fingers",6236,https://open.spotify.com/track/3jAoLij05OiNndX2XlSRdS
158,Natural,"Imagine Dragons",6195,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
159,Chun-Li,"Nicki Minaj",6171,https://open.spotify.com/track/1e4rwBPVI32vZtTJu7mJ4J
160,"Ric Flair Drip (& Metro Boomin)",Offset,6166,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
161,Rivers,Six60,6158,https://open.spotify.com/track/25qfmrJIuw6TAvXoZ0phzb
162,goosebumps,"Travis Scott",6146,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
163,"R.I.P. SCREW","Travis Scott",6093,https://open.spotify.com/track/4SZepBIPDRwPaHIjAKwRDb
164,"Rolling Stone",Six60,6066,https://open.spotify.com/track/5zv8uI8Oz6ZMx6DjB4lDgJ
165,"I Said Hi","Amy Shark",6049,https://open.spotify.com/track/4gvPqK7RifS2F45o9Obo5B
166,"Still D.R.E.","Dr. Dre",6043,https://open.spotify.com/track/6ltPEsP4edATzvinHOzvk2
167,Wolves,"Selena Gomez",6037,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU
168,Connection,OneRepublic,6014,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
169,"Call Out My Name","The Weeknd",6004,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
170,"Nowadays (feat. Landon Cube)","Lil Skies",5998,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
171,"Plain Jane","A$AP Ferg",5988,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
172,"Take Me to Church",Hozier,5978,https://open.spotify.com/track/3KYOGt8IO6j8wptkG9THag
173,"Hotel California - Remastered",Eagles,5962,https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv
174,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",5941,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
175,Congratulations,"Post Malone",5939,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
176,"No Role Modelz","J. Cole",5931,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
177,Crazy,"Gnarls Barkley",5926,https://open.spotify.com/track/1vxw6aYJls2oq3gW0DujAo
178,"Don't Stop Believin'",Journey,5924,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
179,"Ball For Me (feat. Nicki Minaj)","Post Malone",5914,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
180,"What About Us",P!nk,5899,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
181,Riptide,"Vance Joy",5889,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
182,"Hypnotize - 2014 Remastered Version","The Notorious B.I.G.",5835,https://open.spotify.com/track/7KwZNVEaqikRSBSpyhXK2j
183,"One Dance",Drake,5804,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
184,"Walk It Talk It",Migos,5787,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
185,Nervous,"Shawn Mendes",5761,https://open.spotify.com/track/0Dq49j3dELbttQVUJbtn0c
186,"When I Kissed The Teacher","Lily James",5756,https://open.spotify.com/track/1WOBzx0R3hyphrI1AUv4Zu
187,"Something Just Like This","The Chainsmokers",5729,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
188,"Remind Me to Forget",Kygo,5726,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
189,JAPAN,"Famous Dex",5703,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
190,Toto,"Drax Project",5680,https://open.spotify.com/track/5JH1NuPiHEB0Wl03rLHNq7
191,"Stir Fry",Migos,5654,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
192,"5% TINT","Travis Scott",5651,https://open.spotify.com/track/11kDth1aKUEUMq9r1pqyds
193,"That's What I Like","Bruno Mars",5610,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
194,"Counting Stars",OneRepublic,5595,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
195,"Bodak Yellow","Cardi B",5575,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
196,"Rocket Man (I Think It's Going To Be A Long, Long Time)","Elton John",5538,https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY
197,"Youth feat. Khalid","Shawn Mendes",5514,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
198,"Have You Ever Seen The Rain?","Creedence Clearwater Revival",5489,https://open.spotify.com/track/2LawezPeJhN4AWuSB0GtAU
199,Revenge,XXXTENTACION,5447,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
200,"Rum Rage","Sticky Fingers",5439,https://open.spotify.com/track/5uBK8Ap1BCEc4GgMcEjeic
