,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
55,"High On Life (feat. Bonn)","Martin Garrix",59499,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
56,changes,XXXTENTACION,59424,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
57,"I Fall Apart","Post Malone",59231,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
58,OTW,Khalid,57844,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
59,"Shape of You","Ed Sheeran",56661,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
60,Younger,Ruel,55453,https://open.spotify.com/track/2qXicQG06oT0ijKBznpgQv
61,"Don’t Matter To Me (with Michael Jackson)",Drake,53457,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
62,"I Said Hi","Amy Shark",52644,https://open.spotify.com/track/4gvPqK7RifS2F45o9Obo5B
63,"ocean eyes","Billie Eilish",51388,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
64,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",50499,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
65,"The Middle",Zedd,50405,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
66,"Side Effects","The Chainsmokers",49918,https://open.spotify.com/track/5yNEdBlZMxpcVtGKz5NFk5
67,"Barbie Dreams","Nicki Minaj",48298,https://open.spotify.com/track/6Poyf51k7W3NKnsGwAI90B
68,"Look Alive (feat. Drake)","BlocBoy JB",45800,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
69,"Clark Griswold","Hilltop Hoods",45725,https://open.spotify.com/track/5dtqtvjmFlj3ZQ477OjifI
70,Groceries,Mallrat,45128,https://open.spotify.com/track/4x0pNOZ5r6kJMjsvsoliBm
71,"WAKE UP","Travis Scott",44187,https://open.spotify.com/track/20MuVazoNMv6xjKPnRFOxG
72,Happier,"Ed Sheeran",44066,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
73,"Mr. Brightside","The Killers",42972,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN
74,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,42787,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
75,"Taking A Walk","Trippie Redd",42775,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2
76,"Everybody Dies In Their Nightmares",XXXTENTACION,42628,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
77,"Say You Won't Let Go","James Arthur",41669,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
78,"Feel It Still","Portugal. The Man",41486,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
79,"I Like Me Better",Lauv,41338,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
80,Connection,OneRepublic,40812,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
81,"All Girls Are The Same","Juice WRLD",40505,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
82,"Let Me Down Slowly","Alec Benjamin",40304,https://open.spotify.com/track/2uaiyLKnYvazyfR0Ky3Kbk
83,"BUTTERFLY EFFECT","Travis Scott",40178,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
84,"Majesty (feat. Eminem & Labrinth)","Nicki Minaj",40032,https://open.spotify.com/track/38TgLPNHsPzgqri5G4SPun
85,"All Loved Up","Amy Shark",39780,https://open.spotify.com/track/6914ZWSnIGPlQkNgQldTmT
86,"About You","Tyron Hapi",39676,https://open.spotify.com/track/1gy8SNsZ7ceHqV2mFF3m0G
87,HUMBLE.,"Kendrick Lamar",39512,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
88,Talia,"King Princess",39485,https://open.spotify.com/track/53jbdPQBaH6WaQvW0zmGBs
89,"Like To Be You feat. Julia Michaels","Shawn Mendes",39086,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr
90,"All Mine","Kanye West",39066,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
91,Havana,"Camila Cabello",38812,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
92,"This Is America","Childish Gambino",38247,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
93,"Young Dumb & Broke",Khalid,38094,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
94,1950,"King Princess",37796,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
95,Africa,Toto,37750,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
96,"Look At Me!",XXXTENTACION,36998,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
97,"I'm Yours","Jason Mraz",36972,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
98,"Killing My Time","G Flip",36948,https://open.spotify.com/track/7MXYfLhcOjb8DHI38M8CdN
99,IDGAF,"Dua Lipa",36762,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
100,"All The Stars (with SZA)","Kendrick Lamar",36601,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
101,Darkside,"Alan Walker",36538,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG
102,"Remind Me to Forget",Kygo,36313,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
103,Enemies,Lauv,36264,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
104,Closer,"The Chainsmokers",36117,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
105,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,35833,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
106,Thunder,"Imagine Dragons",35833,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
107,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,35808,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
108,"Too Good At Goodbyes","Sam Smith",35765,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
109,"Call Out My Name","The Weeknd",35575,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
110,"I'm Upset",Drake,35192,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
111,"In My Blood","Shawn Mendes",35189,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
112,Mine,Bazzi,35120,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
113,"New Rules","Dua Lipa",34917,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
114,Underwater,"RÜFÜS DU SOL",34791,https://open.spotify.com/track/04QZdz4g1qoDlPscXVXS1I
115,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,34714,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
116,"Playinwitme (feat. Kehlani)",KYLE,34330,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
117,Perfect,"Ed Sheeran",34260,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
118,Believer,"Imagine Dragons",34253,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
119,Silence,Marshmello,34047,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
120,"Let Her Go",Passenger,33951,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h
121,"XO TOUR Llif3","Lil Uzi Vert",33637,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
122,"Candy Paint","Post Malone",33564,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
123,1-800-273-8255,Logic,33561,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
124,"Dance To This (feat. Ariana Grande)","Troye Sivan",33463,https://open.spotify.com/track/1NbGcdgwRHZ5rbPIT9hdR3
125,FRIENDS,Marshmello,33437,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
126,Halo,Beyoncé,33399,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr
127,"Freaky Friday (feat. Chris Brown)","Lil Dicky",33154,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
128,Chateau,"Angus & Julia Stone",33004,https://open.spotify.com/track/1LIbTjMdFP15jIXGkcICSU
129,Chun-Li,"Nicki Minaj",32969,https://open.spotify.com/track/1e4rwBPVI32vZtTJu7mJ4J
130,"River (feat. Ed Sheeran)",Eminem,32966,https://open.spotify.com/track/1cS0TgbR263ey9jn0MwD2s
131,idontwannabeyouanymore,"Billie Eilish",32744,https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH
132,Riptide,"Vance Joy",32495,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
133,YOSEMITE,"Travis Scott",32395,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
134,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",31665,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
135,"Let You Down",NF,31573,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
136,Crazy,"Gnarls Barkley",31490,https://open.spotify.com/track/1vxw6aYJls2oq3gW0DujAo
137,"You Deserve Better","James Arthur",31460,https://open.spotify.com/track/4S1GTwPVpkSy7CsJIDKPEz
138,"STOP TRYING TO BE GOD","Travis Scott",31400,https://open.spotify.com/track/1xYpVRspgaLxdJLOTQkTjg
139,CAROUSEL,"Travis Scott",31259,https://open.spotify.com/track/7KZ5MMVgBVox9ycroB2UrI
140,"Lean Wit Me","Juice WRLD",31123,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk
141,"Ball For Me (feat. Nicki Minaj)","Post Malone",31072,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
142,"Don't Trust Myself",Robinson,30677,https://open.spotify.com/track/1eiDjkNOwX9LeSkSAGCA5a
143,Waves,"Dean Lewis",30601,https://open.spotify.com/track/0BfVKJALJjpzNYIQiEgF2G
144,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",30359,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
145,"Yes Indeed","Lil Baby",30228,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
146,"Plug Walk","Rich The Kid",30165,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
147,"Saturday Sun","Vance Joy",30163,https://open.spotify.com/track/2RiBogNRfulkNf7fVbPOrJ
148,Peach,Broods,30153,https://open.spotify.com/track/35cr60GvlqBVchNX7fBqyo
149,"Clumsy Love","Thelma Plum",30148,https://open.spotify.com/track/0Mf1gc22ZGqybgAYT7SjWd
150,Wolves,"Selena Gomez",30007,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU
151,"Go Bang",Pnau,29993,https://open.spotify.com/track/6PKxFkewPt55P5ao5tVS5o
152,"One Dance",Drake,29972,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
153,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",29873,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
154,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",29729,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
155,Congratulations,"Post Malone",29561,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
156,"Thinking Out Loud","Ed Sheeran",29544,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
157,"Castle on the Hill","Ed Sheeran",29542,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
158,"Under The Bridge","Red Hot Chili Peppers",29534,https://open.spotify.com/track/3d9DChrdc6BOeFsbrZ3Is0
159,"Sorry Not Sorry","Demi Lovato",29402,https://open.spotify.com/track/3Du2K5dLzmduCNp6uwuaL0
160,bellyache,"Billie Eilish",29327,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams
161,"Summertime Magic","Childish Gambino",29191,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
162,"Take Me to Church",Hozier,29086,https://open.spotify.com/track/3KYOGt8IO6j8wptkG9THag
163,APESHIT,"The Carters",29071,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
164,goosebumps,"Travis Scott",29016,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
165,"What I Need (feat. Kehlani)","Hayley Kiyoko",29000,https://open.spotify.com/track/5nFyaoBWwwMJ9fv33tZ2MB
166,"Hypnotize - 2014 Remastered Version","The Notorious B.I.G.",28383,https://open.spotify.com/track/7KwZNVEaqikRSBSpyhXK2j
167,"Wonderwall - Remastered",Oasis,28360,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
168,"Counting Stars",OneRepublic,28314,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
169,Unforgettable,"French Montana",28299,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
170,Location,Khalid,28194,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
171,"Youth feat. Khalid","Shawn Mendes",28148,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
172,"This Is Me","Keala Settle",28135,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
173,"Ric Flair Drip (& Metro Boomin)",Offset,28083,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
174,"CAN'T SAY","Travis Scott",28017,https://open.spotify.com/track/27a1mYSG5tYg7dmEjWBcmL
175,"Let Me Down Easy","Gang of Youths",27959,https://open.spotify.com/track/7DPQwyMQADl9Y8oSvSVpfg
176,1955,"Hilltop Hoods",27952,https://open.spotify.com/track/6oSmp7qnvAxUXeUKhl67a6
177,Redbone,"Childish Gambino",27935,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
178,"Tie Me Down (with Elley Duhé)",Gryffin,27891,https://open.spotify.com/track/4QVS8YCpK71R4FsxSMCjhP
179,"What Lovers Do (feat. SZA)","Maroon 5",27871,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
180,"Chasing Cars","Snow Patrol",27753,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ
181,"What About Us",P!nk,27559,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
182,"Something Just Like This","The Chainsmokers",27554,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
183,Natural,"Imagine Dragons",27531,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
184,Starboy,"The Weeknd",27441,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
185,Hope,XXXTENTACION,27406,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
186,"Never Be the Same","Camila Cabello",27395,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
187,"Boo'd Up","Ella Mai",27392,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
188,"Only You (with Little Mix)","Cheat Codes",27341,https://open.spotify.com/track/54l9GJGQ1UCFKe2tzt1Vxt
189,"Wake Me Up - Radio Edit",Avicii,27337,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD
190,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,27167,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ
191,"Dreams - 2004 Remastered Edition","Fleetwood Mac",27122,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
192,Waiting,KIAN,27010,https://open.spotify.com/track/0mdIIgjVubCqYTBdCpP5k9
193,"NO BYSTANDERS","Travis Scott",26770,https://open.spotify.com/track/6OaVWaGfhXn70ZJfdVcabn
194,"Scars To Your Beautiful","Alessia Cara",26331,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK
195,"Mob Ties",Drake,26126,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
196,Flames,"David Guetta",26116,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
197,Photograph,"Ed Sheeran",25964,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
198,"All of Me","John Legend",25954,https://open.spotify.com/track/3uhBIQ7tv8j1FME8cFGEfG
199,"Glorious (feat. Skylar Grey)",Macklemore,25917,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
200,"Nothing to Regret",Robinson,25802,https://open.spotify.com/track/3C2xQqHVkhA1Ht17SzPRke
