,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
56,"lovely (with Khalid)","Billie Eilish",401348,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
57,"Be Alright","Dean Lewis",397770,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
58,"Love Lies (with Normani)",Khalid,394903,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
59,"Ball For Me (feat. Nicki Minaj)","Post Malone",391721,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
60,Tequila,"Dan + Shay",389990,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
61,"Everybody Dies In Their Nightmares",XXXTENTACION,384699,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
62,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",384176,https://open.spotify.com/track/7IBSffWIu7P2MC7kMwy2FM
63,"Plug Walk","Rich The Kid",378886,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
64,"High Hopes","Panic! At The Disco",372211,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
65,OTW,Khalid,371759,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
66,"Ric Flair Drip (& Metro Boomin)",Offset,370264,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
67,"Boo'd Up","Ella Mai",367824,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
68,"no tears left to cry","Ariana Grande",367326,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
69,"I'm a Mess","Bebe Rexha",362958,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
70,"WHO? WHAT!","Travis Scott",360959,https://open.spotify.com/track/4KYS9GK68yeuUJ8vJfPxrq
71,NC-17,"Travis Scott",358133,https://open.spotify.com/track/6BJbOXDlgVAXSaq6wYFYT2
72,Natural,"Imagine Dragons",356250,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
73,"XO TOUR Llif3","Lil Uzi Vert",355429,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
74,"All Mine","Kanye West",352435,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
75,"you should see me in a crown","Billie Eilish",348259,https://open.spotify.com/track/6vsV4D8BM6PioRr1UOx0n2
76,"Solo (feat. Demi Lovato)","Clean Bandit",348126,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
77,"Nephew (feat. Lil Pump)",Smokepurpp,347984,https://open.spotify.com/track/0ibOcbkp2XG46Do8jcy0bL
78,"One Kiss (with Dua Lipa)","Calvin Harris",343192,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
79,HOUSTONFORNICATION,"Travis Scott",343146,https://open.spotify.com/track/58TaFP5j5i9swOf584yon2
80,"Tie Me Down (with Elley Duhé)",Gryffin,342889,https://open.spotify.com/track/4QVS8YCpK71R4FsxSMCjhP
81,"Ocean (feat. Khalid)","Martin Garrix",339064,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
82,"Candy Paint","Post Malone",338084,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
83,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",338049,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
84,Mine,Bazzi,337547,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
85,"Bed (feat. Ariana Grande)","Nicki Minaj",333587,https://open.spotify.com/track/3L4GsGLgxpHieVQH86H8bv
86,"Shake It Up","Trippie Redd",333456,https://open.spotify.com/track/6yz0Jndhv0QjKdpcEMbOjz
87,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",331383,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
88,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,330829,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
89,ASTROTHUNDER,"Travis Scott",322717,https://open.spotify.com/track/4MXhiYIRDMGAuvZc5IFTwC
90,Hope,XXXTENTACION,322010,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
91,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",318357,https://open.spotify.com/track/2lYTJK94hb0fd1LQtb6Dhk
92,"Walk It Talk It",Migos,317672,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
93,Lust,"Lil Skies",316292,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
94,JAPAN,"Famous Dex",315070,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
95,"Look At Me!",XXXTENTACION,313912,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
96,"The Middle",Zedd,312050,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
97,"Born To Be Yours",Kygo,311640,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
98,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",309697,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
99,Chun-Li,"Nicki Minaj",308938,https://open.spotify.com/track/1e4rwBPVI32vZtTJu7mJ4J
100,"Album of the Year - Freestyle","J. Cole",308905,https://open.spotify.com/track/6rDaCGqcQB1urhpCrrD599
101,SKELETONS,"Travis Scott",305285,https://open.spotify.com/track/6NMtzpDQBTOfJwMzgMX0zl
102,Legends,"Juice WRLD",303531,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
103,"Dark Knight Dummo","Trippie Redd",301035,https://open.spotify.com/track/4apiNNK0jp9uqn3JDG9My1
104,Congratulations,"Post Malone",300185,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
105,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",297363,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
106,goosebumps,"Travis Scott",296009,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
107,Simple,"Florida Georgia Line",294231,https://open.spotify.com/track/6fYkv8bGKiZl4Y3LYrFfAZ
108,APESHIT,"The Carters",294061,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
109,"Missing My Idols","Trippie Redd",292886,https://open.spotify.com/track/5HnxL39pSgVVQMLP7WnSfv
110,"Call Out My Name","The Weeknd",289510,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
111,"This Is America","Childish Gambino",287200,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
112,HUMBLE.,"Kendrick Lamar",285902,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
113,"Nowadays (feat. Landon Cube)","Lil Skies",284756,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
114,"Life Goes On","Lil Baby",283579,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
115,Heaven,"Kane Brown",281747,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
116,BANG!,"Trippie Redd",281330,https://open.spotify.com/track/1pF74yw15wXk12A1NPVWHD
117,"Side Effects","The Chainsmokers",280390,https://open.spotify.com/track/5yNEdBlZMxpcVtGKz5NFk5
118,"Majesty (feat. Eminem & Labrinth)","Nicki Minaj",279383,https://open.spotify.com/track/38TgLPNHsPzgqri5G4SPun
119,"Playinwitme (feat. Kehlani)",KYLE,277451,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
120,"Champion (feat. Travis Scott)",NAV,276836,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
121,"Red Roses (feat. Landon Cube)","Lil Skies",275474,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
122,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",271651,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
123,Nevermind,"Dennis Lloyd",269526,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
124,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",269430,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
125,Thunder,"Imagine Dragons",268214,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
126,Stay,"Post Malone",264377,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
127,"Rich Sex (feat. Lil Wayne)","Nicki Minaj",261521,https://open.spotify.com/track/2D1MK9oaxy7axXggy3iVbp
128,"Beautiful Crazy","Luke Combs",260587,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
129,idontwannabeyouanymore,"Billie Eilish",259136,https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH
130,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",258681,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
131,"Young Dumb & Broke",Khalid,256386,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
132,Havana,"Camila Cabello",255731,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
133,Lie,NF,255567,https://open.spotify.com/track/07FkzikE6FuHIa8Ma7zJGc
134,"Thunderclouds with Sia, Diplo & Labrinth",Sia,254322,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
135,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",254218,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
136,"Ned Flanders (feat. A$AP Ferg)",MadeinTYO,253736,https://open.spotify.com/track/6f5i916F3jU6BhOOD7iGqf
137,Location,Khalid,252368,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
138,"Forever Ever","Trippie Redd",251747,https://open.spotify.com/track/2c3qwFINQyRGwyqI97UQiA
139,Believer,"Imagine Dragons",249443,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
140,"All The Stars (with SZA)","Kendrick Lamar",249019,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
141,Narcos,Migos,248874,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
142,LLC,"Nicki Minaj",247585,https://open.spotify.com/track/7CKR3FcBqSsGcgce0ECe1z
143,"Stir Fry",Migos,246100,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
144,TATI,6ix9ine,244803,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
145,Paranoid,"Post Malone",244577,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
146,"Creeping (feat. Rich the Kid)","Lil Skies",242044,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
147,"Rich & Sad","Post Malone",241988,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
148,"Fr Fr (feat. Lil Skies)","Wiz Khalifa",241197,https://open.spotify.com/track/1RagpNpkD3KcjXMLGMe99V
149,"Sin Pijama","Becky G",240269,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
150,"COFFEE BEAN","Travis Scott",240245,https://open.spotify.com/track/6vnfObZ4Ys70SBAtti1xZ9
151,"Bank Account","21 Savage",239857,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
152,"Wish - Trippie Mix",Diplo,237625,https://open.spotify.com/track/6IpvkngH89cA3hhPC84Leg
153,"Bounce Out With That","YBN Nahmir",237389,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ
154,"X - Remix","Nicky Jam",237282,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
155,"Chun Swae (feat. Swae Lee)","Nicki Minaj",235711,https://open.spotify.com/track/03It1uO69CjGWP3yyVe465
156,"ocean eyes","Billie Eilish",235226,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
157,"I Like Me Better",Lauv,235204,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
158,2002,Anne-Marie,234353,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
159,"You Make It Easy","Jason Aldean",234296,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
160,Betrayed,"Lil Xan",233435,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
161,"Freaky Friday (feat. Chris Brown)","Lil Dicky",233421,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
162,Connection,OneRepublic,233197,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
163,FRIENDS,Marshmello,229432,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
164,NUMB,XXXTENTACION,229220,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
165,Africa,Toto,228064,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
166,"Plain Jane","A$AP Ferg",227581,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
167,Speechless,"Dan + Shay",227490,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
168,"Bodak Yellow","Cardi B",227380,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
169,"Black & White","Juice WRLD",227167,https://open.spotify.com/track/1R0Ig5KYrSGWvIoPzY4T3l
170,"I Might Need Security","Chance the Rapper",223904,https://open.spotify.com/track/3EApebexZ7YqDIqw2EMTDh
171,"LOVE. FEAT. ZACARI.","Kendrick Lamar",223706,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
172,KOD,"J. Cole",223152,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
173,"Shape of You","Ed Sheeran",223138,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
174,"Ganja Burns","Nicki Minaj",222150,https://open.spotify.com/track/3LHYmz86DxGInsRp3wiiW5
175,1-800-273-8255,Logic,221141,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
176,"Let You Down",NF,220718,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
177,Together,"Trippie Redd",219568,https://open.spotify.com/track/6m3LlhdZ0HWn4D7Nnm06MQ
178,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",218617,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
179,"Blue Tacoma","Russell Dickerson",218226,https://open.spotify.com/track/2oPCR02nduYVpj7CTfsA0d
180,"Can’t Take A Joke",Drake,216485,https://open.spotify.com/track/1dUHF4RyMmMTveJ0Rby6Xm
181,"Summertime Magic","Childish Gambino",216329,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
182,"Spoil My Night (feat. Swae Lee)","Post Malone",215687,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
183,Delicate,"Taylor Swift",214850,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
184,"Bird Shit","Trippie Redd",212849,https://open.spotify.com/track/1j2l6jMz85PaXuDiF08Vcv
185,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",211869,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
186,"Kept Back (feat. Lil Pump)","Gucci Mane",211421,https://open.spotify.com/track/384Oc8MQzITdL2DGyCeivN
187,WIN,"Jay Rock",211004,https://open.spotify.com/track/6o6XM9jgPHopOG6SMTyHoE
188,"No Limit",G-Eazy,210383,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
189,MotorSport,Migos,209434,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
190,"Best Part",H.E.R.,209076,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
191,"Body Like A Back Road","Sam Hunt",207762,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
192,"Good Form","Nicki Minaj",207348,https://open.spotify.com/track/19Fcrc0nJiwMKom00gS9SW
193,"Magic In The Hamptons (feat. Lil Yachty)","Social House",206799,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp
194,"92 Explorer","Post Malone",206799,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
195,Clandestino,Shakira,205654,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
196,"Leave Me Alone","Flipp Dinero",205588,https://open.spotify.com/track/5vDvBD3ReINP8dXUplj477
197,Perfect,"Ed Sheeran",205528,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
198,"New Rules","Dua Lipa",205461,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
199,Silence,Marshmello,203247,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
200,"I Know You (feat. Yung Pinch)","Lil Skies",202895,https://open.spotify.com/track/5Cg98kiDYtCEHmjcKD0CJD
